施設名,ラウンジ形態,媒体,総合スコア,投稿日,宿泊日,プラン名,喫食,客室,利用人数,年代,性別,目的,同伴者,レビュータイトル,レビュー本文,客室、アメニティ,施設、設備,接客、サービス,お食事,温泉、お風呂,満足度
都シティ 大阪本町,宿泊者全員,一休,5.00,2025/6/23,2025/6/20～,,食事なし,スーペリアハリウッドツイン,3名 1室,,,,,寝心地が良かったです,また泊まりたいなと思いました。 ありがとうございます。,5,5,5,5,5,5
都シティ 大阪本町,宿泊者全員,一休,5.00,2025/6/20,2025/6/14～,,朝食付,スーペリアトリプル,3名 1室,,,,,全てにおいて,文句の言いようがなく、私好みのホテルでした ラウンジのドリンクを始め、朝食も大変美味しかったです,5,5,5,5,5,5
都シティ 大阪本町,宿泊者全員,一休,5.00,2025/6/15,2025/6/14～,,食事なし,（15～16階）プレミアムフロア スーペリアハリウッドツイン,1名 1室,,,,,よかった！！！,大阪旅行2泊３日の２日目に利用しました！ とても居心地がよく最初からこちらのホテルに 連泊すれば良かった！と後悔しています笑。 ラウンジやウォーターサーバーの設置(これは 凄く良く重宝しました)があり嬉しかったです。 接客も良く、立地も心斎橋まで歩いて行けるので とても便利でした！ 都シティ大阪本町、リピ確定ですっ！！！,5,5,5,,5,5
都シティ 大阪本町,宿泊者全員,一休,5.00,2025/6/14,2025/6/11～,,朝食付,スーペリアツイン,2名 1室,,,,,大阪万博へ,関西大阪万博の夢洲駅に便利なので、利用させていただきました 新しい設備で気持ち良かったです トランクの一時預かりで、チェックイン前にフロントスタッフにお世話になりました。 親切に手伝って頂き嬉しかったです,5,5,5,5,5,5
都シティ 大阪本町,宿泊者全員,一休,5.00,2025/6/10,2025/6/8～,,朝食付,モデレートダブル,1名 1室,,,,,ホテルライフを楽しみたかったです！,こちらのホテルは初めて利用させて頂きました。 今回、2泊予定が残念ながら1泊になってしまいバタバタと時間が過ぎてしまいましたが、お部屋・お風呂・お手洗い全てに清潔感があって良かったです。 バルコニーにも出ることができて、大阪の風を感じる事ができました。 夕食のタイミングが悪く、悩みながらチェックインを済ませお部屋に入った所、レストランのテイクアウトメニューが目に飛び込んできました。おかげさまでで、出来立ての美味しいチャーハンをお部屋で頂く事ができました。 朝食もどれもとても美味しかったです。 ラウンジのサービスもありがたかったです。ゆっくりと滞在したくなるホテルでした。 秋に仕事で大阪に行くので、今度はホテルライフを満喫できるプランで予約させて頂きました。今から楽しみです。,5,5,5,5,5,5
都シティ 大阪本町,宿泊者全員,一休,4.60,2025/6/10,2025/6/8～,,食事なし,モデレートダブル,2名 1室,,,,,弾丸利用,万博参戦のため、利用させていただきました。 チェックインを15:00に済ませ荷物を置き、夜間券で万博会場へ。 夜まで堪能したので、戻ったのは23:00過ぎ。 翌日も朝7:00にはチェックアウトして万博会場へといったあわただしい利用でした。 寝るだけみたいな感じになってしまったのが残念と思うほど、きれいで充実していました。 今度は、落ち着いてゆっくりと利用したいと思えるホテルでした。 是非、次回利用させていただきたいです。,5,5,4,,5,4
都シティ 大阪本町,宿泊者全員,一休,4.33,2025/6/10,2025/6/7～,,朝食付,スーペリアハリウッドツイン,2名 1室,,,,,万博,万博に行く為利用しました。新しいホテルで部屋もとても綺麗で、お風呂は洗い場がありとてもゆっくり入る事ができました。朝食は7時からだったのですが、この日は万博の為か6時半にしていただいていて助かりました。おかげで早く出発する事が出き、電車も混んでいなくて舞洲まで1本で行けて、とても良かったです。,4,5,4,3,5,5
都シティ 大阪本町,宿泊者全員,一休,5.00,2025/6/9,2025/6/6～,,食事なし,（15～16階）プレミアムフロア スーペリアハリウッドツイン,2名 1室,,,,,期待以上に良かったです。,清潔で綺麗なホテルでした。スタッフさんのご対応も丁寧でわかりやすく良かったです。お部屋の広さは泊まりに十分で、トイレとバスルームの配置がとても使いやすかったです。ありそうでなかなかお目にかかれないような良いホテルだと思いました。,5,5,5,,5,5
都シティ 大阪本町,宿泊者全員,一休,4.83,2025/6/9,2025/6/4～,,朝食付,スーペリアツイン,2名 1室,,,,,快適に過ごせました,万博の帰りに利用させてもらいました。 会場からのアクセスも乗り換えなく便利でした。 お部屋も落ち着いた感じで綺麗でした。 お風呂は浸かれるバスで洗い場も別も良いですね。 夜遅くの自動チェックインも便利。 朝食の混み具合が確認出来るのも良いです。 バイキングのお料理の皿が1直線に置かれているので混み合っていた（進まない）のが少し残念、お料理は美味しく頂きました。 また利用したいです。,5,5,5,4,5,5
都シティ 大阪本町,宿泊者全員,一休,2.00,2025/6/9,2025/6/6～,,朝食付,ワイドビュー コーナーダブル,2名 1室,,,,,もっと頑張りましょう,当日、降りる駅を間違えてホテルの方向がわからなくなり電話して道案内をお願いすると、説明出来るスタッフが誰もいない。 フロントの方に周辺にオススメのレストランなどないかを訊ねるとわからない。知らない。とのこと。 朝食ビュッフェのメニュー少ない。 座席の間隔が狭くて、まるで満席のフードコートでぎゅうぎゅうの席で仕方なく食事した気分。 サラダのドレッシングボトル人差し指でぺろぺろは論外。 ↑これに関してはアジア系外国人の問題ですが。 ここがすごく素晴らしかった！というポイントはないですね。,3,3,1,1,3,1
都シティ 大阪本町,宿泊者全員,一休,5.00,2025/6/6,2025/6/4～,,朝食付,スーペリアツイン,2名 1室,,,,,とても良いホテル,万博に行くために泊まりました。 夢洲まで一本で、新大阪にも本町で乗り換えで近いし、駅からは２分で立地は最高でした。周りは静かな環境でガヤガヤしてないので良かったです。 ロビーに無料の飲み物コーナーもあり、飲み物のクオリティも悪くなかったです。 客室のフロアはエレベーター前に給水機もあり、ありがたかったです。 客室は広くはないですが、最低限寛げる広さでした。 お風呂と洗面所は別で洗い場も広いのでゆっくり出来ました。 １つマイナスだとしたらナイトウエアです。 生地などは良いのですが丈が微妙でした。 寝てると足が出て寝相が悪いと下着が見えそうになります。 今主流のセパレートタイプのナイトウエアがいいのになと思いました。 ホテルにはよく泊まりますが、かなり満足度の高いホテルでした。,5,5,5,5,5,5
都シティ 大阪本町,宿泊者全員,一休,4.80,2025/6/3,2025/6/1～,,食事なし,スーペリアツイン,2名 1室,,,,,また来ます！,3度目の利用でしたが、今回も寝心地よく、使いやすく、とても良かったです。3年前に来た時より寝具など少し新品感が薄れてきてましたが、利用者がたくさんいたのだなぁと思えて、最初の時にとても良いホテルだと思った事がずっと続いて嬉しいです。また大阪へ来る時は必ずまた来ます。フロントの方々もとても親切です。,5,5,4,,5,5
都シティ 大阪本町,宿泊者全員,一休,4.80,2025/6/1,2025/5/22～,,食事なし,スーペリアツイン,2名 1室,,,,,また泊まりたいホテルです,万博に行くのに2泊で利用しました。駅から近く、万博会場まで乗り換えも必要なく、とても便利でした。部屋はコンパクトで、もう少し広いとスーツケースを広げやすいかな…とは思いましたが、キレイで過ごしやすい部屋でした。2人での宿泊でしたので、お風呂とトイレが別なのもよかったです。宿泊者用のラウンジは、広くて居心地がよく飲み物も美味しくて、万博から疲れて戻ってきてからもゆっくりできました。また利用したいと思います。,4,5,5,,5,5
都シティ 大阪本町,宿泊者全員,一休,4.60,2025/6/1,2025/5/15～,,食事なし,スーペリアツイン,2名 1室,,,,,お風呂と洗面所がたいへん気持ちがいい,2度目の利用で今回も2泊です。1度目に清潔で気持ちよかったので今回も利用させていただきました。変わらずシャワーや洗面台の蛇口周りのステンレス部分に水垢ひとつなくピカピカ。浴室はガラス張りにも関わらず水滴跡さえなくたいへんよく磨き上げられていて快適でした。もちろん黒カビなどはありません。二夜目も同様です。 照明はベッドサイドで全てコントロールでき、アナログの目覚まし時計が置いてあるのも何気に便利でした。 大きめの折りたたみ式スタンドミラーも（棚にさりげなく）置いてあり、これは女子にとっては重宝でありがたかったです。 少々の困難は、Lサイズのキャリーケースを広げる場所です。今回は2人で1つのキャリーケースでしたが、2つのキャリーケースだとどこに広げられるんだろうか？と思うほどです。 それでもガラス張りのバルコニーからの景観も気に入っていますし、スーパーも駅も至近、アクセスもよく、何より清潔に勝る選択肢はないのでまた利用したいと思います。,5,5,3,,5,5
都シティ 大阪本町,宿泊者全員,一休,5.00,2025/5/28,2025/5/18～,,食事なし,スーペリアダブル,2名 1室,,,,,とても良かったです,初めての滞在でしたが、チェックインからチェックアウトまで本当に快適で、気がつけば「またここに帰ってきたい」と思っている自分がいました。 部屋のデザインもスタイリッシュで落ち着きがあり、静かな空間でしっかりリラックスできました。備品やアメニティにも細やかな気配りが感じられて、ホテル全体に「人の温度」を感じました。 アクセスの良さに加え、心まで満たされるような滞在を求めている方におすすめしたいホテルです。,5,5,5,5,5,5
都シティ 大阪本町,宿泊者全員,一休,4.40,2025/5/26,2025/5/24～,,食事なし,スーペリアツイン,4名 2室,,,,,良いホテルでした。,大阪関西万博に行くために利用しました。 万博会場へ行く中央線沿線で探して予約をしたのですが、とても満足のいくホテルでした。 数年前にできたばかりということで全体的に綺麗で清潔感があるということはもちろんですが、 部屋のお風呂に洗い場があるのはとてもよかったです。ちゃんとお風呂に入った感じがします。 ロビーにはフリードリンクがあり（アルコールは有料）家族も喜んでいました。 チェックアウトが朝早かったため、朝食は頂けませんでしたが次回行く機会があればおいしそうでしたので ぜひ利用したいと思いました。 大きなホテルではなく、いろいろな施設があるというわけではありませんが、観光の拠点とするには良いホテルだと思います。 スタッフの方々も皆さん感じが良かったです。,4,4,5,,4,5
都シティ 大阪本町,宿泊者全員,一休,5.00,2025/5/25,2025/5/22～,,食事なし,スーペリアツイン,2名 1室,,,,,綺麗で駅近 良かったです,駅近で、遅い時間で飲食店が終わっていても近くにライフがありお惣菜や弁当、パンなど不自由なく買物できました。2階フロント奥には無料のコーヒー、ソフトドリンクがあり利用させていただきました。また機会があれば宿泊したいです。,5,5,5,,5,5
都シティ 大阪本町,宿泊者全員,一休,4.40,2025/5/19,2025/5/16～,,食事なし,スーペリアツイン,2名 1室,,,,,快適に過ごせました！,ツイン2泊で宿泊。部屋はベランダがあり気持ちよかったのと、浴槽と洗い場が広めで気に入りました。ラウンジのセルフドリンクも便利で種類も豊富。シャワーベッドが使いにくいタイプだったのと、枕が一種類だったのがちょっと残念な点でした。,4,4,5,,4,5
都シティ 大阪本町,宿泊者全員,一休,3.83,2025/5/12,2025/4/26～,,朝食付,スーペリアトリプル,3名 1室,,,,,関西万博に行くために3人で宿泊しました。,建物が綺麗でおしゃれな内装が気に入りました。 3人で宿泊できる部屋を探していたので、こちらのホテルが見つかり良かったです。 万博会場へは電車を利用しましたが、ホテルから乗り場までは道をまっすぐ歩くと5分程度で地下におりる入り口があり、電車も1本でいけるのでとても助かりました。 ベッドは3つあり、荷物をおくスペースや机やソファなどもコンパクトながら用意されていて良かった。お風呂がトイレと別なのも良かった。 朝ごはんもおいしかったし、蜂蜜紅茶最高。 また利用します。ありがとうございました。,4,4,3,4,4,4
都シティ 大阪本町,宿泊者全員,一休,5.00,2025/4/29,2025/4/25～,,食事なし,スーペリアダブル,2名 1室,,,,,綺麗なホテルで良かった,竹内まりやライブで大阪で二泊ホテルも新しく綺麗でラウンジでドリンクサービス充実していてとっても良かったです。,5,5,5,5,5,5
都シティ 大阪本町,宿泊者全員,一休,4.67,2025/4/21,2025/4/18～,,朝食付,（15～16階）プレミアムフロア スーペリアツイン,2名 1室,,,,,ベランダからの眺めが良い,部屋は狭いが綺麗で、お風呂が広くておけと椅子があったのがよかった,5,4,4,5,5,5
都シティ 大阪本町,宿泊者全員,一休,4.20,2025/4/19,2025/4/16～,,食事なし,スーペリアハリウッドツイン,2名 1室,,,,,万博には最適のロケーション,夢洲駅直通の中央線堺筋本町が最寄駅。激混みの本町の一つ手前のため、座って行けるチャンスあり。ホテル周辺の食事もリーズナブルな価格で結構うまい。もちろんホテルも個人としては高評価です。,4,4,4,,4,5
都シティ 大阪本町,宿泊者全員,一休,5.00,2025/3/24,2025/3/22～,,朝食付,スーペリアトリプル,3名 1室,,,,,とてもよかったです！,建物も部屋も綺麗で、部屋のお風呂も広くフリードリンク、朝食付きでお値段的にも大満足です！ キャリーケース等の荷物を預けることができる場所もあり助かりました！ 機会があればまた利用したいです！,5,5,5,5,5,5
都シティ 大阪本町,宿泊者全員,一休,5.00,2025/3/24,2025/3/22～,,食事なし,スーペリアハリウッドツイン,2名 1室,,,,,いつも綺麗で気持ちがいいです！！,清掃が行き届いておりいつも気持ち良く滞在できます。ベッドの寝心地は最高！都心という立地にもかかわらず静かに過ごすことができ 利便性の高いホテルです。スタッフの方々とのコミュニケーションは少ないですが 皆さんとても感じが良いです。,5,5,5,,5,5
都シティ 大阪本町,宿泊者全員,一休,4.20,2025/3/16,2025/3/13～,,食事なし,（15階～16階）プレミアムフロア エクスペリエンスダブル,2名 1室,,,,,部屋は清潔感があって過ごしやすくアメニテ...,部屋は清潔感があって過ごしやすくアメニティーもいろいろあって助かりました。 次回はホテルでゆっくりと過ごしてみたいと思います。 ありがとうございました。,5,4,4,,4,4
都シティ 大阪本町,宿泊者全員,一休,4.60,2025/2/20,2025/1/16～,,食事なし,15～16階 プレミアムフロア エクスペリエンスダブル 1名,1名 1室,,,,,今っぽいスタイリッシュですがあたたかみのあるホテル,初めて利用させていただいたのですが、二泊ということもあってか静かな角部屋にしていただいたように思います（たまたまかな？） 話題のサイエンス社のミラブルplusシャワーヘッドやマイクロバブルトルネードバスをはじめ、Refaビューテックドライヤーなど自宅でも使っているものなのでストレスなく有意義なステイになりました。 あと、わたしにとっては窓があるのがとても好感を持てます 比較的中央区内のホテルは窓なしで、空調・換気が自動なのはよいですが自然な風とは違うわけで自由に開け閉め、管理できるのが好きです。 このところ都ホテル博多・ザ ベイスイートと、どちらも安定した安心できるサービスでリピートしたくなります。,5,5,4,,5,4
都シティ 大阪本町,宿泊者全員,一休,5.00,2025/2/18,2025/2/15～,,食事なし,スーペリアツイン,2名 1室,,,,,良いホテルです。,2連泊で利用させて頂きましたが、とても居心地良く過ごすことが出来ました。個人的にはハンドタオルが用意されていた点は有り難かったです。他のホテルに宿泊した際のアンケートに必ず記入するほど、ハンドタオルの必要度を感じているので。多くのホテルはフェイスタオル兼用となっているので、入浴後に湿ったフェイスタオルを使うのには抵抗を感じます。そういう意味で気配りを感じました。 駅からの距離も問題無く、周辺には便利なお店も多く助かります。 次の宿泊も早々に予約させて頂きました。,5,5,5,,5,5
都シティ 大阪本町,宿泊者全員,一休,5.00,2025/2/11,2025/2/9～,,食事なし,スーペリアトリプル,5名 1室,,,,,家族５人で利用,家族５人で宿泊しました。 部屋はコンパクトですが新しく綺麗で申し分ありませんでした。子ども用のパジャマ・アメニティについても用意していただけました。 宿泊者が自由に使用できるラウンジがとてもスタイリッシュで開放感もありよかったです。 スタッフの方々にはフロントおよび事前にメールにて対応いただきましたが、とても親切丁寧な対応でした。 おかげさまで素敵な大阪滞在となりました。 １泊のみの宿泊でしたが、次回大阪に行く際はぜひ利用したいと思います。,5,5,5,,5,5
都シティ 大阪本町,宿泊者全員,一休,4.40,2025/2/6,2025/1/30～,,食事なし,スーペリアダブル【1名利用】,1名 1室,,,,,居心地の良い滞在ができました,初めての滞在でしたが、研修中の名札を付けたスタッフも含めて接客が非常に好感が持てる素敵なホテルでした。 顧客用ラウンジでのコーヒーのサービス、抽出から出来上がりに多少時間がかかるマシンということもあり、午前中の一定の時間帯は大分混みあっていましたがインバウンドと思われる外国人客も静かに列を作っていて、今のところは問題がないかなと思いました。客層が変わらないことを祈ります。 唯一、湿ったタオルの置き場に困ったので、使用した浴室のタオルを引っかける、もしくは干すところがあれば、更に良いと思いました。 また次回滞在したいと思います。,4,4,5,,4,5
都シティ 大阪本町,宿泊者全員,一休,3.80,2025/2/1,2025/1/20～,,食事なし,スーペリアダブル【1名利用】,1名 1室,,,,,広い宿泊者専用ラウンジ,フロント階にある宿泊者専用ラウンジを利用させて頂きました。ゆったりしていて居心地は良かったです。いろいろな飲み物もセルフで飲む事が出来ました。 チェックインは15時半頃でしたが、部屋に入る時、廊下は清掃道具が置かれ、複数の部屋のドアが開いており、掃除をされていました。又、16時半頃、外出した時も、まだ掃除をされていました。観光での宿泊でしたので少し気になりました。,4,4,3,,4,4
都シティ 大阪本町,宿泊者全員,一休,4.60,2025/1/17,2024/12/20～,,食事なし,スーペリアツイン【1名利用】,1名 1室,,,,,2回目の宿泊,お風呂に洗い場があり嬉しい。綺麗だしこのクオリティをこれからも是非。 近くに飲食チェーン店、コンビニ、24時間スーパーがありとても便利です。 次回は朝食も利用してみたい。,5,4,4,,5,5
都シティ 大阪本町,宿泊者全員,一休,5.00,2025/1/3,2024/12/31～,,朝食付,（15～16階）プレミアムフロア スーペリアハリウッドツイン,2名 1室,,,,,お正月に行きました,京セラドームのイベントがあり利用しました。丁度年越しだった為朝食ビュッフェにはお雑煮とかいくらとかおめでたいメニューがありお腹いっぱいでした。お部屋もバスタブ洗い場付きでゆっくりでき、シャワーもミラブルでヘアアイロンも部屋に着いててありがたかったです。 フロント階にはフリードリンクが置いてあって部屋に持ち込めるから飲み物いらずで便利でした。,5,5,5,5,5,5
都シティ 大阪本町,宿泊者全員,一休,1.80,2025/1/3,2024/12/31～,,食事なし,ワイドビューコーナーツイン,2名 1室,,,,,コーナールームが狭い,年末年始のためすこしラグジュアリー感を味わうつもりでしたが、狭かった。他の部屋を覗いたら寧ろ、スタンダードルームがスペースあり。,1,2,2,,2,2
都シティ 大阪本町,宿泊者全員,一休,5.00,2024/12/30,2024/12/22～,,朝食付,スーペリアツイン,2名 1室,,,,,快適でした！,お部屋も温もりがあり、清潔感もありとても過ごしやすかったです。ミネラルウォーターサーバーも各フロアーに設けられていて、よかったです。 レストランも利用させて頂き、とても美味しかったです。 フロントの方の対応もよく、また利用させて頂きたいと思います。,5,5,5,5,5,5
都シティ 大阪本町,宿泊者全員,一休,4.83,2024/12/28,2024/12/16～,,朝食付,ワイドビュー コーナーダブル,1名 1室,,,,,朝食付きで宿泊しました,朝食付きで宿泊しました。朝食の品数は多くないですが、美味しいものが多くておなかいっぱいになりました。ロビーのソフトドリンクサービスも利用しました。 部屋は9階でしたが、バルコニー付きで開放感がありました。窓締め切りが当たり前のご時世ですが、窓の開閉ができると安心します。 立地もよく、地下鉄下りてすぐで、とても便利でした。,5,5,5,4,5,5
都シティ 大阪本町,宿泊者全員,一休,4.83,2024/12/22,2024/12/20～,,朝食付,スーペリアトリプル,3名 1室,,,,,朝食が美味しいですね,朝食が美味しいですね。胡麻団子は美味。 部屋も荷物置き、ハンガーも人数分あって スッキリ収納できます,5,5,4,5,5,5
都シティ 大阪本町,宿泊者全員,一休,3.80,2024/12/12,2024/11/30～,,食事なし,スーペリアハリウッドツイン,2名 1室,,,,,仕事から観光,グランキューブ大阪でイベントあり、近隣と思って選びました。 電車での乗り継ぎは悪いが車なら10分？ チェツクイン後に使用できるラウンジは、とても良かった。 お酒を試せなくて残念。 お風呂も広く、ベッドの寝心地も良かった。 駅からも近く、近隣に飲食店も多数あるので、大阪の夜が楽しめそうです。 全般的に良かったので、また、利用しようと思います。,4,5,3,,3,4
都シティ 大阪本町,宿泊者全員,一休,4.83,2024/11/13,2024/11/9～,,朝食付,（15～16階）プレミアムフロア スーペリアハリウッドツイン,2名 1室,,,,,2回目の利用,全体的な印象、感想は申し分なくこれからも機会があれば是非利用したいと思います。敢えて言えば、前回はトリプル、今回はツインを利用しましたが、今回は部屋にテーブルと1人掛けのソファーしかなく、部屋で食事する際にちょっと困りました。カトラリーとお皿を貸していただきましたが、できれば使い捨てのものでなければよかったです。またバルコニーは柵が全面ガラスで見晴らしが良いのですが、少し怖さを感じました。朝食(今回は特にパンプキンスープ)やラウンジのドリンクサービスは大変良かったです。,4,5,5,5,5,5
都シティ 大阪本町,宿泊者全員,一休,4.80,2024/11/11,2024/11/9～,,食事なし,モデレートダブル,2名 1室,,,,,まる！,梅田に比べると多少不便なのかもですが、部屋は広くお風呂も広くて新しく綺麗なお部屋でした。窓も大きくて明るく、ナノイー対応でクリーンな感じがしました。フロントに自由にコーヒーなど飲めるスペースがあり、部屋にもドリンクを持ち込めるので部屋でゆっくりカフェ気分を味わうことができました。チェックインも少し早めにしていただけたのでありがたかったです。荷物を預けることをセルフで初めてしたのですが、簡単でスムーズに出来ましたし、新しい経験で楽しかったです。また宿泊してみたいと思いました。,5,5,4,,5,5
都シティ 大阪本町,宿泊者全員,一休,5.00,2024/11/2,2024/10/26～,,食事なし,スーペリアツイン,2名 1室,,,,,清潔感のあるホテル,綺麗で潔癖症でも安心して過ごせました！ また、ロビーがいい匂いでホテルの方も丁寧な対応をして下さいました！,5,5,5,,5,5
都シティ 大阪本町,宿泊者全員,一休,5.00,2024/10/29,2024/10/26～,,食事なし,スーペリアツイン,2名 1室,,,,,満足ステイ,友達と2人で2泊利用しました。 地下鉄の駅からも近くて徒歩圏内に色々飲食店やスーパー、コンビニもあり快適なステイでした。 部屋も清潔で、お部屋のお掃除はタオルのみの交換が簡単にお願いできてよかったです。チェックアウトは機械で出来て便利でした。,5,5,5,,5,5
都シティ 大阪本町,宿泊者全員,一休,4.00,2024/9/29,2024/9/21～,,食事なし,スーペリアダブル【1名利用】,1名 1室,,,,,客室やお風呂はキレイで快適。,客室やお風呂の設備は申し分なく、ひとり利用には快適でした。 ただ、フロントのスタッフの方はとてもキビキビされている一方であまり愛想がないと感じました。 ホテルの経営方針なのでしょうか。 シティホテルであれば、もう少しホスピタリティが感じられる温かみのある雰囲気のホテルのほうが個人的には好みです。 それから、ホテルまでは駅から徒歩5分以内と近いのですが、最寄り駅は階段が多い＆少し寂しい駅です。 また、ホテルが面する通りにはコンビニや飲食店がないので、夜間は人通りが少ないです。,5,3,3,,5,4
都シティ 大阪本町,宿泊者全員,一休,4.60,2024/9/24,2024/9/21～,,食事なし,モデレートダブル,3名 1室,,,,,先日はありがとうございました,先日はありがとうございました 荷物を預けにお昼頃着いたところ、お部屋の清掃が終わってるとの事で、お部屋に入れさせてもらい乳児もいたのでとても助かりました。 ベビーベッドやベッドガードも借りれたり、浴室にバスチェアが置いてある点もありがたかったです。 マイナス点は、ドリンクサービスのドリンクが、薄かったりミルクが出なかったりと、使用頻度が高いせいか美味しくなかったです。 その点を除けば、優しいスタッフの方行き届いた清掃、レンタル品また泊まりたいと思いました！,4,5,5,,5,4
都シティ 大阪本町,宿泊者全員,一休,4.83,2024/9/23,2024/9/20～,,朝食付,（15～16階）プレミアムフロア スーペリアハリウッドツイン,2名 1室,,,,,交通：,交通： 駅から近くてすごく助かりました。 また旅行の中心なので、どこ行っても３０分〜１時間ぐらいで便利です。 客室： お風呂も綺麗ですし、気持ちよく入浴できました。 ただ客室が狭いのは仕方ないですが、全体的に満足でした。 食事： 朝食は美味しかったです。 周りあまりレストランがないので、心斎橋または隣の駅にいかないといけないです。 設備： ちょうど洗濯したい服があって、洗濯乾燥機もあるので、とても便利です。,4,5,5,5,5,5
都シティ 大阪本町,宿泊者全員,一休,4.33,2024/9/17,2024/9/13～,,食事なし,スーペリアツイン,2名 1室,,,,,立地が良い&ラウンジが便利,客室・アメニティ スーペリアツインでソファとテーブルもあり、食事できるスペースも十分にありました。 2つ目のスーツケースは置き場がないので、ドア付近の廊下に置きました。 大きいスーツケース2つは厳しいと思います。 浴室は洗い場も広く、洗面スペースも広いので使いやすかったです。 浴室はガラス張り&トイレは仕切り無しなので家族以外と泊まると気を遣いそうです。 ドライヤーはパナソニックのionityで風力が弱すぎるので、事前に頼んでいたくるくるドライヤーでほとんど乾かしました。 くるくるドライヤーとヘアアイロンは事前にメールでリクエストしたのですが、この時の対応が丁寧でめちゃくちゃ良かったです。 ドライヤーは微妙だけど、くるくるドライヤーとヘアアイロンはナノケアですごく良かったです。 部屋にはボトルがあり、エレベーター横の給水器で冷水も汲めます。 ボトルは小さめですが、部屋が給水器の目の前の部屋なので何度も汲みに行きました。 接客・サービス 自動チェックイン&アウトなのでほとんど関わることはありませんが、用事があってフロントに行ったときはすごく丁寧に優しく対応していただき、気持ちよかったです。 ただ、ラウンジが食べ物持ち込み禁止なのに外国人が大々的に広げているのに気づいてなかったです。（頼んだらすぐに注意していただきました） 施設・設備 エレベーターはすぐに来る、カードキーをかざせば自動的に回数ボタンが点灯 何よりもラウンジのおかげで滞在中の飲み物が本当に助かりました。 ただ何度か切れている種類もありました。 ロビー・ラウンジは広いのでゆったりと過ごせます。 洗濯機は4台なので、常に使用中。 早めに行くようにしないと中々空かないと思います。 夜遅くはランドリーコーナーで列ができていました。 朝食 中華メイン、パンの種類も豊富、全てクオリティが高かったです。 クロワッサンはそのままだと微妙だったのですが、温めるとめちゃくちゃおいしくなったので絶対温めたほうが良いです。 大きい会場ではないですが、その分スタッフの方の目が行き届いていてキレイでした。 種類が多いほうが好きな方には向いていないかもしれませんが、私はシンプルな方が好きなのですごく良かったです！ fanbiが両隣にあり、心斎橋にも歩いて行ける距離 梅田にも近いので本当に便利でした。 また泊まりたいです！,4,5,4,4,4,5
都シティ 大阪本町,宿泊者全員,一休,4.83,2024/9/9,2024/8/10～,,夕朝食付,（15～16階） プレミアムフロア スーペリアトリプル,3名 1室,,,,,母を連れて,80代の母を連れて私と妻でトリプルの部屋を利用しました。夕食なしのプランがなく、夕食付きでしたが、母には中華は少々きつかったようです。我々夫婦は美味しくいただきましたが。朝食は美味しく、設備やラウンジサービスも良かったので、また機会があれば利用したいです。,5,5,5,4,5,5
都シティ 大阪本町,宿泊者全員,一休,4.20,2024/8/26,2024/8/20～,,食事なし,スーペリアツイン,2名 1室,,,,,フロントはとても丁寧な対応でした,フロントはとても丁寧な対応でした。車いすで家内も宿泊したのですが、室内で休憩する際に窓側にソファーがありますが ソファーに行くための通路が狭く車いすではいけないのが残念でした。歩いてソファーに座りましたがテーブルを使用すると 背もたれが使えないため、怖くて短時間しか使えませんでした。それ以外は良かったと思います。,4,4,5,,4,4
都シティ 大阪本町,宿泊者全員,一休,4.83,2024/8/26,2024/8/24～,,朝食付,スーペリアトリプル,3名 1室,,,,,気持ちよく滞在できました,お部屋も綺麗で、スタッフの対応も良かったです。 朝食いただきました。 普通に美味しかったですが、ビジネスホテルの朝食を少しグレードアップした感じでした。 もう少し期待していましたので残念です。,5,5,5,4,5,5
都シティ 大阪本町,宿泊者全員,一休,4.80,2024/8/25,2024/8/17～,,食事なし,ワイドビュー コーナーダブル,2名 1室,,,,,また利用したいなと思いました！,アメニティも多く揃えられており、フロントの方々にも荷物預けや発送、その他ホテルでの滞在に必要なことなどお尋ねした時においても、詳しく笑顔でお答えしてくださり、とても過ごしやすかったです。 ただ、洗面所側から見た時に、洗面所のドアに埃が多くついているのが気になりました。 でもまた利用したいくらいいいホテルでした！,4,5,5,,5,5
都シティ 大阪本町,宿泊者全員,一休,5.00,2024/8/18,1名 1室,,施設からの返信,食事なし,スーペリアハリウッドツイン【1名利用】,,,,,きれいなホテル,客室・アメニティ5,5,5,,5,5,2024813
都シティ 大阪本町,宿泊者全員,一休,4.60,2024/8/17,2024/8/13～,,食事なし,スーペリアツイン,2名 1室,,,,,素晴らしい!,1階に入るとアロマの香りがして、外の暑さが一気に癒やされました。 2階フロントの方々の笑顔とロビーの緑の雰囲気、癒やされました。 お部屋を14階に入れて頂き、眺めが良かったです。 お風呂が洗い場付きで、ゆっくり入る事ができました。 全体的に、清潔で至る所に気遣いを感じられるホテルでした。 心身ともに癒されたホテルでした。,4,4,5,,5,5
